0, 2
0, 3
0, 4
0, 5
0, 7
0, 8
0, 9
0, 10
0, 11
0, 12
0, 13
0, 14
0, 15
0, 17
0, 18
0, 19
0, 21
1, 5
1, 8
1, 9
1, 13
1, 14
1, 17
1, 18
1, 19
1, 21
2, 0
2, 4
2, 11
2, 14
2, 15
2, 17
2, 19
3, 0
3, 4
3, 5
3, 6
3, 7
3, 9
3, 11
3, 14
3, 16
3, 17
3, 20
3, 21
4, 0
4, 2
4, 3
4, 5
4, 6
4, 7
4, 8
4, 9
4, 13
4, 14
4, 17
4, 18
4, 19
4, 20
4, 21
5, 0
5, 1
5, 3
5, 4
5, 8
5, 10
5, 11
5, 12
5, 15
5, 18
5, 19
6, 3
6, 4
6, 8
6, 9
6, 11
6, 12
6, 14
6, 15
6, 17
6, 18
6, 19
7, 0
7, 3
7, 4
7, 11
7, 12
7, 15
7, 18
7, 19
8, 0
8, 1
8, 4
8, 5
8, 6
8, 11
8, 14
8, 15
8, 16
8, 17
8, 20
8, 21
9, 0
9, 1
9, 3
9, 4
9, 6
9, 10
9, 11
9, 12
9, 15
9, 16
9, 18
9, 19
10, 0
10, 5
10, 9
10, 14
10, 17
10, 18
10, 19
10, 20
10, 21
11, 0
11, 2
11, 3
11, 5
11, 6
11, 7
11, 8
11, 9
11, 13
11, 14
11, 16
11, 17
11, 18
11, 19
11, 20
11, 21
12, 0
12, 5
12, 6
12, 7
12, 9
12, 13
12, 14
12, 16
12, 17
12, 19
12, 20
12, 21
13, 0
13, 1
13, 4
13, 11
13, 12
13, 14
13, 15
13, 16
13, 19
14, 0
14, 1
14, 2
14, 3
14, 4
14, 6
14, 8
14, 10
14, 11
14, 12
14, 13
14, 15
14, 16
14, 18
14, 19
15, 0
15, 2
15, 5
15, 6
15, 7
15, 8
15, 9
15, 13
15, 14
15, 16
15, 17
15, 18
15, 19
15, 20
15, 21
16, 3
16, 8
16, 9
16, 11
16, 12
16, 13
16, 14
16, 15
16, 17
16, 18
16, 19
16, 21
17, 0
17, 1
17, 2
17, 3
17, 4
17, 6
17, 8
17, 10
17, 11
17, 12
17, 15
17, 16
17, 18
17, 19
18, 0
18, 1
18, 4
18, 5
18, 6
18, 7
18, 9
18, 10
18, 11
18, 14
18, 15
18, 16
18, 17
18, 20
18, 21
19, 0
19, 1
19, 2
19, 4
19, 5
19, 6
19, 7
19, 9
19, 10
19, 11
19, 12
19, 13
19, 14
19, 15
19, 16
19, 17
19, 20
19, 21
20, 3
20, 4
20, 8
20, 10
20, 11
20, 12
20, 15
20, 18
20, 19
21, 0
21, 1
21, 3
21, 4
21, 8
21, 10
21, 11
21, 12
21, 15
21, 16
21, 18
21, 19
1, 0
0, 1
2, 0
0, 2
3, 0
0, 3
4, 0
0, 4
5, 0
0, 5
8, 0
0, 8
9, 0
0, 9
13, 0
0, 13
14, 0
0, 14
15, 0
0, 15
19, 0
0, 19
20, 0
0, 20
21, 0
0, 21
1, 2
2, 1
1, 3
3, 1
1, 4
4, 1
1, 5
5, 1
1, 8
8, 1
1, 9
9, 1
1, 13
13, 1
1, 14
14, 1
1, 15
15, 1
1, 19
19, 1
1, 20
20, 1
1, 21
21, 1
2, 1
1, 2
2, 3
3, 2
2, 4
4, 2
2, 5
5, 2
2, 8
8, 2
2, 9
9, 2
2, 13
13, 2
2, 14
14, 2
2, 15
15, 2
2, 16
16, 2
2, 19
19, 2
2, 20
20, 2
2, 21
21, 2
3, 1
1, 3
3, 2
2, 3
3, 4
4, 3
3, 5
5, 3
3, 8
8, 3
3, 9
