7, 8
8, 7
7, 13
13, 7
7, 15
15, 7
7, 16
16, 7
7, 21
21, 7
7, 22
22, 7
7, 25
25, 7
8, 7
7, 8
8, 10
10, 8
8, 11
11, 8
8, 14
14, 8
8, 18
18, 8
8, 20
20, 8
8, 21
21, 8
8, 22
22, 8
8, 23
23, 8
8, 24
24, 8
8, 26
26, 8
10, 8
8, 10
10, 12
12, 10
10, 13
13, 10
10, 15
15, 10
10, 16
16, 10
10, 20
20, 10
10, 21
21, 10
10, 25
25, 10
11, 8
8, 11
11, 13
13, 11
11, 15
15, 11
11, 16
16, 11
11, 21
21, 11
11, 22
22, 11
11, 25
25, 11
11, 26
26, 11
12, 10
10, 12
12, 18
18, 12
13, 7
7, 13
13, 10
10, 13
13, 11
11, 13
13, 14
14, 13
13, 18
18, 13
13, 20
20, 13
13, 22
22, 13
13, 23
23, 13
14, 8
8, 14
14, 13
13, 14
14, 15
15, 14
14, 16
16, 14
14, 20
20, 14
14, 23
23, 14
14, 25
25, 14
15, 7
7, 15
15, 10
10, 15
15, 11
11, 15
15, 14
14, 15
15, 18
18, 15
15, 20
20, 15
15, 21
21, 15
15, 22
22, 15
15, 23
23, 15
16, 7
7, 16
16, 10
10, 16
16, 11
11, 16
16, 14
14, 16
16, 18
18, 16
16, 20
20, 16
16, 21
21, 16
16, 22
22, 16
16, 23
23, 16
17, 18
18, 17
18, 8
8, 18
18, 12
12, 18
18, 13
13, 18
18, 15
15, 18
18, 16
16, 18
18, 17
17, 18
18, 19
19, 18
18, 21
21, 18
18, 22
22, 18
18, 25
25, 18
18, 26
26, 18
19, 18
18, 19
20, 8
8, 20
20, 10
10, 20
20, 13
13, 20
20, 14
14, 20
20, 15
15, 20
20, 16
16, 20
20, 21
21, 20
20, 22
22, 20
20, 26
26, 20
21, 7
7, 21
21, 8
8, 21
21, 10
10, 21
21, 11
11, 21
21, 15
15, 21
21, 16
16, 21
21, 18
18, 21
21, 20
20, 21
21, 23
23, 21
21, 25
25, 21
22, 7
7, 22
22, 8
8, 22
22, 11
11, 22
22, 13
13, 22
22, 15
15, 22
22, 16
16, 22
22, 18
18, 22
22, 20
20, 22
22, 23
23, 22
22, 25
25, 22
23, 8
8, 23
23, 13
13, 23
23, 14
14, 23
23, 15
15, 23
23, 16
16, 23
23, 21
21, 23
23, 22
22, 23
23, 25
25, 23
23, 26
26, 23
24, 8
8, 24
24, 25
25, 24
25, 7
7, 25
25, 10
10, 25
25, 11
11, 25
25, 14
14, 25
25, 18
18, 25
25, 21
21, 25
25, 22
22, 25
25, 23
23, 25
25, 24
24, 25
25, 26
26, 25
26, 8
8, 26
26, 11
11, 26
26, 18
18, 26
26, 20
20, 26
26, 23
23, 26
26, 25
25, 26
7, 4
4, 7
7, 6
6, 7
8, 1
1, 8
8, 3
3, 8
8, 5
5, 8
10, 4
4, 10
10, 6
6, 10
11, 4
4, 11
11, 6
6, 11
13, 5
5, 13
14, 4
4, 14
14, 5
5, 14
14, 6
6, 14
15, 5
5, 15
16, 5
5, 16
18, 4
4, 18
18, 6
6, 18
20, 6
6, 20
21, 3
3, 21
21, 5
5, 21
21, 6
6, 21
22, 3
3, 22
22, 5
5, 22
22, 6
6, 22
23, 4
4, 23
23, 6
6, 23
24, 6
6, 24
26, 5
5, 26
26, 6
6, 26
