9, 0
0, 9
4, 5
5, 4
4, 6
6, 4
4, 7
7, 4
4, 8
8, 4
4, 9
9, 4
4, 11
11, 4
4, 13
13, 4
4, 15
15, 4
4, 16
16, 4
4, 17
17, 4
4, 18
18, 4
5, 4
4, 5
5, 9
9, 5
5, 10
10, 5
5, 12
12, 5
5, 14
14, 5
5, 15
15, 5
5, 17
17, 5
5, 18
18, 5
5, 20
20, 5
5, 21
21, 5
6, 4
4, 6
6, 7
7, 6
6, 8
8, 6
6, 9
9, 6
6, 10
10, 6
6, 11
11, 6
6, 12
12, 6
6, 14
14, 6
6, 15
15, 6
6, 21
21, 6
6, 23
23, 6
7, 4
4, 7
7, 6
6, 7
7, 9
9, 7
7, 17
17, 7
7, 18
18, 7
7, 21
21, 7
8, 4
4, 8
8, 6
6, 8
8, 9
9, 8
8, 17
17, 8
8, 18
18, 8
8, 21
21, 8
9, 4
4, 9
9, 5
5, 9
9, 6
6, 9
9, 7
7, 9
9, 8
8, 9
9, 9
9, 9
9, 10
10, 9
9, 11
11, 9
9, 12
12, 9
9, 13
13, 9
9, 14
14, 9
9, 15
15, 9
9, 16
16, 9
9, 17
17, 9
9, 18
18, 9
9, 19
19, 9
9, 20
20, 9
9, 21
21, 9
9, 22
22, 9
9, 23
23, 9
10, 5
5, 10
10, 6
6, 10
10, 9
9, 10
10, 13
13, 10
10, 16
16, 10
10, 17
17, 10
10, 18
18, 10
10, 20
20, 10
11, 4
4, 11
11, 6
6, 11
11, 9
9, 11
11, 13
13, 11
11, 17
17, 11
11, 18
18, 11
11, 20
20, 11
11, 21
21, 11
12, 5
5, 12
12, 6
6, 12
12, 9
9, 12
12, 17
17, 12
12, 18
18, 12
13, 4
4, 13
13, 9
9, 13
13, 10
10, 13
13, 11
11, 13
13, 14
14, 13
13, 15
15, 13
14, 5
5, 14
14, 6
6, 14
14, 9
9, 14
14, 13
13, 14
14, 16
16, 14
14, 17
17, 14
14, 18
18, 14
14, 20
20, 14
15, 4
4, 15
15, 5
5, 15
15, 6
6, 15
15, 9
9, 15
15, 13
13, 15
15, 16
16, 15
15, 17
17, 15
15, 18
18, 15
15, 20
20, 15
15, 21
21, 15
16, 4
4, 16
16, 9
9, 16
16, 10
10, 16
16, 14
14, 16
16, 15
15, 16
16, 17
17, 16
16, 18
18, 16
16, 20
20, 16
16, 21
21, 16
17, 4
4, 17
17, 5
5, 17
17, 7
7, 17
17, 8
8, 17
17, 9
9, 17
17, 10
10, 17
17, 11
11, 17
17, 12
12, 17
17, 14
14, 17
17, 15
15, 17
17, 16
16, 17
17, 19
19, 17
17, 21
21, 17
17, 23
23, 17
18, 4
4, 18
18, 5
5, 18
18, 7
7, 18
18, 8
8, 18
18, 9
9, 18
18, 10
10, 18
18, 11
11, 18
18, 12
12, 18
18, 14
14, 18
18, 15
15, 18
18, 16
16, 18
18, 19
19, 18
18, 21
21, 18
18, 23
23, 18
19, 9
9, 19
19, 17
17, 19
19, 18
18, 19
20, 5
5, 20
20, 9
9, 20
20, 10
10, 20
20, 11
11, 20
20, 14
14, 20
20, 15
15, 20
20, 16
16, 20
21, 5
5, 21
21, 6
6, 21
21, 7
7, 21
21, 8
8, 21
21, 9
9, 21
21, 11
11, 21
21, 15
15, 21
21, 16
16, 21
21, 17
17, 21
21, 18
18, 21
22, 9
9, 22
23, 6
6, 23
23, 9
9, 23
23, 17
17, 23
23, 18
18, 23
4, 2
2, 4
4, 3
3, 4
7, 2
2, 7
8, 2
2, 8
9, 1
1, 9
9, 3
3, 9
10, 2
2, 10
11, 2
2, 11
12, 2
2, 12
14, 2
2, 14
15, 2
2, 15
17, 1
1, 17
17, 3
3, 17
18, 3
3, 18
