4, 10
4, 18
5, 10
5, 18
6, 10
6, 11
6, 14
6, 15
6, 16
6, 18
6, 19
6, 20
6, 21
6, 22
6, 23
7, 10
8, 10
8, 11
8, 14
8, 16
8, 18
9, 10
9, 11
9, 14
9, 16
9, 18
10, 4
10, 5
10, 6
10, 7
10, 8
10, 9
10, 18
10, 19
10, 20
10, 21
11, 6
11, 8
11, 9
11, 18
11, 19
11, 21
12, 18
13, 18
14, 6
14, 8
14, 9
14, 18
14, 19
15, 6
15, 18
15, 19
15, 21
16, 6
16, 8
16, 9
16, 18
16, 19
16, 20
16, 21
18, 4
18, 5
18, 6
18, 8
18, 9
18, 10
18, 11
18, 12
18, 13
18, 14
18, 15
18, 16
19, 6
19, 10
19, 11
19, 14
19, 15
19, 16
20, 6
20, 10
20, 16
21, 6
21, 10
21, 11
21, 15
21, 16
22, 6
23, 6
